	GENE	ctrl_mean_reads	mean_fc	eb_std	zscore	std sgRNAs/gene	numObs
chr18_6	chr18_6	1304.333	0.296	0.416	0.712	0.000	1.000
GBP2-5	GBP2	1303.667	0.088	0.416	0.211	0.303	5.000
C11orf42-2	C11orf42	1303.667	-0.052	0.416	-0.126	0.258	5.000
FOXP3-3	FOXP3	1303.333	0.105	0.416	0.253	0.242	5.000
chr19_8	chr19_8	1303.333	0.058	0.416	0.139	0.000	1.000
CDX1-1	CDX1	1302.667	-0.013	0.416	-0.031	0.075	5.000
PDF-2	PDF	1302.667	-0.268	0.416	-0.644	0.386	5.000
PNMA1-2	PNMA1	1302.667	-0.376	0.416	-0.904	0.394	5.000
EXO1-2	EXO1	1302.000	-1.216	0.416	-2.920	1.290	5.000
DACT2-1	DACT2	1301.333	0.192	0.416	0.461	0.424	5.000
NME5-1	NME5	1301.000	-0.028	0.416	-0.067	0.239	5.000
CDRT4-4	CDRT4	1300.667	-0.154	0.416	-0.369	0.173	5.000
SNX30-4	SNX30	1300.667	-0.224	0.416	-0.539	0.241	5.000
C1QL4-4	C1QL4	1300.667	0.124	0.416	0.299	0.171	5.000
MLH3-2	MLH3	1300.333	-0.001	0.416	-0.004	0.272	5.000
POLI-2	POLI	1300.000	0.115	0.416	0.277	0.122	5.000
ASPRV1-3	ASPRV1	1300.000	-0.270	0.416	-0.648	0.299	5.000
GTF3C2-1	GTF3C2	1299.667	-0.740	0.416	-1.777	0.703	5.000
MSH2-1	MSH2	1299.667	-0.306	0.416	-0.736	0.306	5.000
TCF20-3	TCF20	1299.000	0.138	0.416	0.332	0.309	5.000
TCF20-4	TCF20	1297.667	0.100	0.416	0.240	0.309	5.000
TNFSF9-2	TNFSF9	1297.000	0.150	0.416	0.359	0.409	5.000
chr5_5	chr5_5	1296.667	0.016	0.416	0.039	0.000	1.000
GSTA1-3	GSTA1	1296.000	-0.094	0.416	-0.226	0.212	5.000
DMC1-1	DMC1	1295.333	0.215	0.416	0.518	0.344	5.000
HLA-DOB-3	HLA-DOB	1295.000	0.006	0.416	0.014	0.178	5.000
OR51F2-4	OR51F2	1295.000	-0.150	0.416	-0.361	0.286	5.000
RPS8-1	RPS8	1294.333	-0.108	0.416	-0.259	0.743	5.000
chr2_6	chr2_6	1293.667	-0.116	0.416	-0.279	0.000	1.000
ENTPD4-3	ENTPD4	1293.667	-0.068	0.416	-0.164	0.328	5.000
TCF20-5	TCF20	1293.333	0.305	0.416	0.732	0.309	5.000
KANK3-2	KANK3	1292.333	-0.090	0.416	-0.217	0.445	5.000
ZCCHC10-5	ZCCHC10	1291.667	-0.370	0.416	-0.890	0.386	5.000
chr21_2	chr21_2	1291.667	0.038	0.416	0.092	0.000	1.000
DTHD1-2	DTHD1	1291.000	0.037	0.416	0.088	0.229	5.000
DFNB59-1	DFNB59	1290.000	0.199	0.416	0.479	0.511	5.000
chr5_10	chr5_10	1289.667	-0.074	0.416	-0.178	0.000	1.000
PLCL1-1	PLCL1	1287.667	0.149	0.416	0.359	0.219	5.000
COPS8-1	COPS8	1287.000	-0.929	0.416	-2.231	1.295	5.000
FAIM-5	FAIM	1287.000	0.064	0.416	0.153	0.401	5.000
HOXD10-4	HOXD10	1286.333	0.100	0.416	0.240	0.203	5.000
TMEM30A-4	TMEM30A	1286.000	-1.816	0.416	-4.362	1.603	5.000
PABPC4-5	PABPC4	1285.667	-0.026	0.416	-0.062	0.292	5.000
ZNF692-2	ZNF692	1285.333	-0.435	0.416	-1.046	0.396	5.000
PCYT1A-2	PCYT1A	1285.000	0.108	0.416	0.258	2.319	5.000
ROBO2-2	ROBO2	1284.667	-0.280	0.416	-0.673	0.516	5.000
RHOG-3	RHOG	1283.333	-0.210	0.416	-0.505	0.220	5.000
DEFB116-5	DEFB116	1283.000	-0.289	0.416	-0.694	0.303	5.000
HDAC5-5	HDAC5	1283.000	-0.077	0.416	-0.186	0.216	5.000
OR52E6-3	OR52E6	1282.667	0.075	0.416	0.180	0.267	5.000
LMO4-2	LMO4	1280.333	0.101	0.416	0.243	0.176	5.000
OSR1-3	OSR1	1280.333	-0.152	0.416	-0.365	0.252	5.000
chr3_7	chr3_7	1280.333	0.038	0.416	0.092	0.000	1.000
C8orf31-2	C8orf31	1280.000	-0.001	0.416	-0.004	0.271	5.000
OR2T33-4	OR2T33	1279.333	-0.343	0.416	-0.823	0.401	5.000
ERCC4-1	ERCC4	1279.000	-3.446	0.416	-8.279	2.861	5.000
OR2T33-5	OR2T33	1278.333	-0.173	0.416	-0.415	0.401	5.000
LOC643355-1	LOC643355	1278.000	0.227	0.416	0.546	0.296	5.000
C1QL4-1	C1QL4	1277.000	0.169	0.416	0.405	0.171	5.000
CANT1-5	CANT1	1276.667	0.117	0.416	0.282	1.389	5.000
GUCY2C-4	GUCY2C	1276.667	0.149	0.416	0.357	0.196	5.000
ZNF485-2	ZNF485	1276.000	0.301	0.416	0.723	0.558	5.000
B3GALNT1-4	B3GALNT1	1276.000	-0.245	0.416	-0.590	0.284	5.000
IL18-5	IL18	1275.667	0.307	0.416	0.738	0.347	5.000
chr11_8	chr11_8	1274.667	0.018	0.416	0.042	0.000	1.000
chr15_10	chr15_10	1274.667	-0.035	0.416	-0.083	0.000	1.000
C5-1	C5	1274.333	0.009	0.416	0.021	0.169	5.000
TRHDE-1	TRHDE	1274.333	0.018	0.416	0.042	0.183	5.000
OLFML3-4	OLFML3	1274.333	0.105	0.416	0.253	0.096	5.000
TPO-5	TPO	1274.333	-0.113	0.416	-0.272	0.208	5.000
MSH2-2	MSH2	1273.333	-0.046	0.416	-0.109	0.306	5.000
MLH3-5	MLH3	1273.333	-0.231	0.416	-0.556	0.272	5.000
TNNT1-5	TNNT1	1273.000	0.000	0.416	0.001	0.387	5.000
BMP3-2	BMP3	1273.000	0.109	0.416	0.262	0.172	5.000
GCG-4	GCG	1273.000	0.186	0.416	0.446	0.222	5.000
CCDC97-4	CCDC97	1272.667	-0.113	0.416	-0.270	0.214	5.000
NEDD4-5	NEDD4	1272.333	0.007	0.416	0.016	0.245	5.000
GBP2-1	GBP2	1272.333	0.116	0.416	0.279	0.303	5.000
chr11_11	chr11_11	1271.667	0.117	0.416	0.280	0.000	1.000
HS3ST4-5	HS3ST4	1271.000	-0.321	0.416	-0.770	0.356	5.000
CXCL9-2	CXCL9	1270.667	-0.265	0.416	-0.636	0.296	5.000
EXO1-1	EXO1	1270.333	-0.346	0.416	-0.832	1.290	5.000
ATF6B-2	ATF6B	1269.333	0.006	0.416	0.015	0.124	5.000
chr15_5	chr15_5	1268.667	-0.073	0.416	-0.175	0.000	1.000
TMPRSS13-1	TMPRSS13	1268.000	0.082	0.416	0.197	0.280	5.000
STX16-5	STX16	1268.000	-0.349	0.416	-0.839	0.300	5.000
HSBP1-3	HSBP1	1267.667	0.167	0.416	0.401	0.332	5.000
chr15_4	chr15_4	1267.000	-0.056	0.416	-0.135	0.000	1.000
NPAS2-3	NPAS2	1266.667	-0.021	0.416	-0.050	0.273	5.000
ZFAND2A-1	ZFAND2A	1266.000	-0.031	0.416	-0.076	0.446	5.000
FOXRED2-1	FOXRED2	1265.667	-0.086	0.416	-0.207	0.168	5.000
STRN3-3	STRN3	1264.667	-0.425	0.416	-1.020	0.463	5.000
RMI1-2	RMI1	1264.333	-3.894	0.416	-9.354	3.809	5.000
TMEM236-5	TMEM236	1263.667	-0.020	0.416	-0.048	0.259	5.000
chr8_8	chr8_8	1263.333	-0.074	0.416	-0.177	0.000	1.000
DTHD1-4	DTHD1	1262.667	-0.037	0.416	-0.089	0.229	5.000
PLEKHA4-5	PLEKHA4	1262.000	-0.183	0.416	-0.439	0.133	5.000
MICB-2	MICB	1260.667	-0.241	0.416	-0.578	0.480	5.000
FAM78A-3	FAM78A	1260.667	-0.293	0.416	-0.705	0.269	5.000
CEMP1-5	CEMP1	1259.333	-0.048	0.416	-0.114	0.423	5.000
chr21_5	chr21_5	1259.000	-0.103	0.416	-0.248	0.000	1.000
TMPRSS12-2	TMPRSS12	1258.667	0.090	0.416	0.216	0.186	5.000
ENTPD4-4	ENTPD4	1258.667	0.269	0.416	0.646	0.328	5.000
RSPH14-1	RSPH14	1257.667	-0.009	0.416	-0.022	0.080	5.000
TOM1L2-1	TOM1L2	1257.000	-0.186	0.416	-0.448	0.167	5.000
TOP3A-5	TOP3A	1256.667	-1.524	0.416	-3.660	1.492	5.000
chr13_6	chr13_6	1256.667	-0.382	0.416	-0.917	0.000	1.000
BCL2L10-4	BCL2L10	1256.000	0.103	0.416	0.246	0.086	5.000
CDX1-5	CDX1	1256.000	-0.072	0.416	-0.172	0.075	5.000
OLFML3-5	OLFML3	1255.333	0.019	0.416	0.045	0.096	5.000
SDR42E1-2	SDR42E1	1255.333	0.067	0.416	0.162	0.155	5.000
NUMB-4	NUMB	1255.333	0.126	0.416	0.302	0.256	5.000
TCF7-2	TCF7	1254.333	0.325	0.416	0.781	0.233	5.000
LMNA-4	LMNA	1254.333	-0.592	0.416	-1.421	0.400	5.000
ZNF665-1	ZNF665	1254.333	-0.479	0.416	-1.151	0.439	5.000
MOGAT1-3	MOGAT1	1254.000	0.096	0.416	0.230	0.327	5.000
MYRIP-3	MYRIP	1253.000	-0.021	0.416	-0.051	0.244	5.000
BSPH1-1	BSPH1	1252.667	-0.003	0.416	-0.008	0.183	5.000
chr11_6	chr11_6	1252.667	-0.089	0.416	-0.215	0.000	1.000
chr20_6	chr20_6	1251.667	-0.008	0.416	-0.019	0.000	1.000
KANK3-5	KANK3	1249.667	0.083	0.416	0.199	0.445	5.000
FZD10-1	FZD10	1249.000	0.059	0.416	0.142	0.184	5.000
OR6N2-2	OR6N2	1248.667	0.123	0.416	0.295	0.319	5.000
MLH3-4	MLH3	1248.333	0.109	0.416	0.261	0.272	5.000
chr5_4	chr5_4	1248.333	-0.180	0.416	-0.431	0.000	1.000
PCMT1-4	PCMT1	1248.000	-0.226	0.416	-0.543	0.469	5.000
ALKBH6-5	ALKBH6	1248.000	0.026	0.416	0.061	0.180	5.000
SMAD2-4	SMAD2	1247.667	0.222	0.416	0.533	0.154	5.000
UGT1A7-1	UGT1A7	1246.667	-0.310	0.416	-0.744	0.343	5.000
ERCC6L2-5	ERCC6L2	1246.667	-0.397	0.416	-0.953	0.368	5.000
PRKG1-4	PRKG1	1246.667	-0.009	0.416	-0.022	0.227	5.000
chr14_9	chr14_9	1245.333	0.157	0.416	0.378	0.000	1.000
DNAJB5-2	DNAJB5	1241.667	0.136	0.416	0.327	0.513	5.000
FAIM-1	FAIM	1241.667	0.144	0.416	0.345	0.401	5.000
CAB39L-3	CAB39L	1241.333	-0.014	0.416	-0.034	0.148	5.000
C21orf62-1	C21orf62	1241.000	0.118	0.416	0.283	0.184	5.000
SORBS1-5	SORBS1	1240.667	-0.287	0.416	-0.689	0.372	5.000
GBP2-4	GBP2	1240.333	-0.199	0.416	-0.479	0.303	5.000
FBLN2-1	FBLN2	1239.000	0.263	0.416	0.631	0.291	5.000
TNFSF9-5	TNFSF9	1238.333	0.014	0.416	0.032	0.409	5.000
KIAA1549L-4	KIAA1549L	1237.000	0.001	0.416	0.003	0.212	5.000
CLU-2	CLU	1236.333	0.193	0.416	0.463	0.291	5.000
MKL2-5	MKL2	1236.333	0.055	0.416	0.132	0.090	5.000
NUP205-4	NUP205	1236.000	-0.258	0.416	-0.621	0.340	5.000
CXCL9-1	CXCL9	1235.667	-0.167	0.416	-0.402	0.296	5.000
chr12_6	chr12_6	1235.333	-0.215	0.416	-0.516	0.000	1.000
DDB1-1	DDB1	1233.667	-1.405	0.416	-3.376	1.111	5.000
DPY19L2-1	DPY19L2	1233.333	0.107	0.416	0.256	0.316	5.000
FOXRED2-3	FOXRED2	1233.333	-0.045	0.416	-0.108	0.168	5.000
ACSL6-1	ACSL6	1233.333	-0.050	0.416	-0.121	0.371	5.000
PRSS23-1	PRSS23	1233.000	0.086	0.416	0.207	0.218	5.000
chr16_8	chr16_8	1233.000	0.155	0.416	0.371	0.000	1.000
C21orf62-3	C21orf62	1232.667	-0.095	0.416	-0.229	0.184	5.000
GLYATL1-5	GLYATL1	1232.667	-0.070	0.416	-0.169	0.186	5.000
COL4A1-5	COL4A1	1232.667	-0.268	0.416	-0.645	0.475	5.000
FAIM-4	FAIM	1232.000	-0.125	0.416	-0.300	0.401	5.000
SORBS1-2	SORBS1	1232.000	-0.099	0.416	-0.237	0.372	5.000
SHF-4	SHF	1231.667	-0.101	0.416	-0.243	0.306	5.000
AKAP2-3	AKAP2	1231.333	-0.352	0.416	-0.847	0.547	5.000
MADD-3	MADD	1230.667	0.125	0.416	0.300	0.136	5.000
SMIM15-2	SMIM15	1230.333	0.137	0.416	0.328	0.415	5.000
USP18-1	USP18	1230.333	-0.965	0.435	-2.220	0.849	5.000
PML-1	PML	1230.333	-0.149	0.435	-0.342	0.517	5.000
ETNK1-4	ETNK1	1230.000	-0.620	0.435	-1.426	0.332	5.000
PNMA1-5	PNMA1	1230.000	-0.364	0.435	-0.837	0.394	5.000
NPAS2-1	NPAS2	1229.667	0.042	0.435	0.096	0.273	5.000
SLC38A5-4	SLC38A5	1228.000	-0.162	0.435	-0.372	0.320	5.000
PANO1-2	PANO1	1227.667	-0.001	0.435	-0.002	0.233	5.000
CPLX2-3	CPLX2	1227.667	-0.183	0.435	-0.421	0.353	5.000
CAMK1D-1	CAMK1D	1227.000	0.009	0.435	0.021	0.276	5.000
CC2D2B-3	CC2D2B	1226.000	0.114	0.435	0.262	0.311	5.000
MYOM2-1	MYOM2	1225.667	0.153	0.435	0.352	0.249	5.000
FIBIN-2	FIBIN	1225.667	-0.125	0.435	-0.287	0.310	5.000
AGR2-2	AGR2	1225.667	0.076	0.435	0.174	0.227	5.000
DNTTIP1-2	DNTTIP1	1225.667	-0.052	0.435	-0.119	0.344	5.000
XPA-5	XPA	1225.333	-0.547	0.435	-1.258	0.380	5.000
chr11_9	chr11_9	1224.667	0.011	0.435	0.024	0.000	1.000
OR2A14-3	OR2A14	1224.000	0.070	0.435	0.160	0.271	5.000
chr16_11	chr16_11	1223.667	-0.038	0.435	-0.087	0.000	1.000
MICB-3	MICB	1223.333	0.034	0.435	0.078	0.480	5.000
ALKBH6-2	ALKBH6	1223.000	0.138	0.435	0.318	0.180	5.000
ARFGAP3-3	ARFGAP3	1223.000	-0.128	0.435	-0.294	0.341	5.000
ZBTB18-4	ZBTB18	1223.000	-0.030	0.435	-0.068	0.315	5.000
IL15RA-5	IL15RA	1222.667	0.131	0.435	0.300	0.304	5.000
RXFP4-3	RXFP4	1222.000	0.430	0.435	0.988	0.346	5.000
ST6GAL2-5	ST6GAL2	1221.667	-0.002	0.435	-0.004	0.136	5.000
IFT27-3	IFT27	1221.333	-0.230	0.435	-0.529	0.404	5.000
CPT2-3	CPT2	1221.333	-0.002	0.435	-0.004	0.129	5.000
TBC1D9-2	TBC1D9	1220.667	-0.073	0.435	-0.167	0.152	5.000
PABPC1L-1	PABPC1L	1220.667	-0.221	0.435	-0.507	0.636	5.000
MDM2-2	MDM2	1220.333	-0.156	0.435	-0.358	0.383	5.000
GABRB1-3	GABRB1	1220.333	-0.021	0.435	-0.047	0.116	5.000
chr9_3	chr9_3	1220.000	-0.081	0.435	-0.185	0.000	1.000
KCNN2-4	KCNN2	1219.667	-0.230	0.435	-0.530	0.241	5.000
COL14A1-5	COL14A1	1219.667	0.047	0.435	0.108	0.188	5.000
LOC643355-3	LOC643355	1218.667	0.078	0.435	0.180	0.296	5.000
LCE6A-5	LCE6A	1218.667	0.209	0.435	0.481	0.448	5.000
chr18_3	chr18_3	1218.333	0.112	0.435	0.257	0.000	1.000
POLH-3	POLH	1217.667	0.173	0.435	0.398	0.140	5.000
VWA5B1-2	VWA5B1	1217.333	0.210	0.435	0.483	0.560	5.000
LRRN1-2	LRRN1	1217.333	0.019	0.435	0.043	0.177	5.000
UNKL-5	UNKL	1217.000	0.108	0.435	0.248	0.171	5.000
CCDC97-2	CCDC97	1216.667	0.154	0.435	0.354	0.214	5.000
HIST1H2AE-1	HIST1H2AE	1216.333	-0.308	0.435	-0.708	0.228	5.000
C5-2	C5	1216.000	-0.047	0.435	-0.107	0.169	5.000
RMI1-1	RMI1	1215.667	-2.991	0.435	-6.876	3.809	5.000
RPS3A-2	RPS3A	1215.333	-0.394	0.435	-0.906	0.321	5.000
SHANK1-2	SHANK1	1215.333	-0.099	0.435	-0.228	0.211	5.000
ZFP36L2-3	ZFP36L2	1215.000	-0.003	0.435	-0.007	0.102	5.000
LYZL1-5	LYZL1	1214.667	-0.088	0.435	-0.201	0.337	5.000
HEG1-2	HEG1	1214.333	-0.132	0.435	-0.302	0.382	5.000
SLC13A2-1	SLC13A2	1214.000	-0.149	0.435	-0.343	0.518	5.000
ZNF341-4	ZNF341	1214.000	0.018	0.435	0.042	0.418	5.000
GSTA1-2	GSTA1	1213.667	-0.004	0.435	-0.009	0.212	5.000
TMEM38B-4	TMEM38B	1213.000	-0.117	0.435	-0.268	0.279	5.000
EHD3-3	EHD3	1212.667	-0.114	0.435	-0.262	0.382	5.000
NCKIPSD-1	NCKIPSD	1212.333	-0.136	0.435	-0.313	0.388	5.000
PABPC4-3	PABPC4	1212.000	0.106	0.435	0.245	0.292	5.000
chr14_2	chr14_2	1211.667	0.068	0.435	0.157	0.000	1.000
VNN2-1	VNN2	1211.000	0.108	0.435	0.249	0.399	5.000
CEND1-5	CEND1	1210.667	0.050	0.435	0.116	1.040	5.000
SLC25A22-4	SLC25A22	1210.667	-0.446	0.435	-1.025	0.235	5.000
POLR2A-3	POLR2A	1210.333	-1.859	0.435	-4.275	1.898	5.000
GJC3-4	GJC3	1209.333	-0.088	0.435	-0.203	0.310	5.000
chr10_3	chr10_3	1209.333	0.011	0.435	0.025	0.000	1.000
PROX1-3	PROX1	1209.000	0.138	0.435	0.318	0.219	5.000
MOGAT1-4	MOGAT1	1209.000	-0.227	0.435	-0.521	0.327	5.000
NCK2-3	NCK2	1208.667	-0.013	0.435	-0.030	0.083	5.000
PCMT1-5	PCMT1	1208.667	0.270	0.435	0.622	0.469	5.000
GABRB1-4	GABRB1	1208.667	0.001	0.435	0.002	0.116	5.000
CKM-5	CKM	1208.000	-0.188	0.435	-0.433	0.338	5.000
CEACAM3-4	CEACAM3	1207.333	0.194	0.435	0.445	0.211	5.000
FBN3-5	FBN3	1206.667	0.021	0.435	0.048	0.190	5.000
RYK-1	RYK	1206.333	-0.241	0.435	-0.554	0.425	5.000
ZNF665-2	ZNF665	1206.333	-0.114	0.435	-0.263	0.439	5.000
TFCP2L1-3	TFCP2L1	1206.000	0.156	0.435	0.358	0.263	5.000
chr11_5	chr11_5	1205.333	0.241	0.435	0.555	0.000	1.000
TOP3A-1	TOP3A	1205.000	-2.501	0.435	-5.751	1.492	5.000
DUSP18-3	DUSP18	1204.667	-0.015	0.435	-0.035	0.065	5.000
DNTTIP1-1	DNTTIP1	1204.333	-0.395	0.435	-0.907	0.344	5.000
chr19_10	chr19_10	1204.000	-0.002	0.435	-0.005	0.000	1.000
MCRIP2-3	MCRIP2	1204.000	-0.003	0.435	-0.006	0.555	5.000
TSPAN6-3	TSPAN6	1203.667	0.137	0.435	0.315	0.167	5.000
GMCL1-1	GMCL1	1203.667	0.010	0.435	0.022	0.305	5.000
HPGD-4	HPGD	1203.667	0.192	0.435	0.442	0.395	5.000
UCN2-3	UCN2	1203.333	0.117	0.435	0.269	0.246	5.000
DACT2-2	DACT2	1203.000	0.044	0.435	0.100	0.424	5.000
GRID2IP-3	GRID2IP	1202.667	-0.187	0.435	-0.429	0.349	5.000
C17orf78-4	C17orf78	1202.667	-0.206	0.435	-0.473	0.430	5.000
chr21_3	chr21_3	1202.000	0.097	0.435	0.224	0.000	1.000
CDX1-4	CDX1	1202.000	-0.015	0.435	-0.034	0.075	5.000
MSH6-5	MSH6	1201.667	-0.035	0.435	-0.080	0.190	5.000
QKI-4	QKI	1201.667	0.403	0.435	0.927	0.287	5.000
SHANK1-4	SHANK1	1201.000	-0.203	0.435	-0.467	0.211	5.000
NR0B2-2	NR0B2	1201.000	0.140	0.435	0.321	0.341	5.000
EYS-5	EYS	1201.000	0.056	0.435	0.130	0.248	5.000
NR0B2-4	NR0B2	1201.000	0.050	0.435	0.115	0.341	5.000
CHGA-1	CHGA	1200.667	-0.049	0.435	-0.113	0.125	5.000
CEACAM20-4	CEACAM20	1199.667	-0.187	0.435	-0.430	0.387	5.000
KHDRBS3-1	KHDRBS3	1198.000	0.046	0.435	0.106	0.068	5.000
HIST4H4-3	HIST4H4	1197.667	-0.447	0.435	-1.028	0.665	5.000
C17orf78-1	C17orf78	1197.000	-0.134	0.435	-0.307	0.430	5.000
MICB-1	MICB	1197.000	-0.070	0.435	-0.161	0.480	5.000
KCNK17-5	KCNK17	1196.667	-0.192	0.435	-0.441	0.634	5.000
IL18-4	IL18	1196.667	-0.073	0.435	-0.167	0.347	5.000
PID1-2	PID1	1196.667	0.000	0.435	0.001	0.190	5.000
TMEM159-5	TMEM159	1196.000	0.031	0.435	0.070	0.346	5.000
USP38-1	USP38	1195.667	-0.091	0.435	-0.210	0.208	5.000
PKP1-5	PKP1	1195.000	0.226	0.435	0.520	0.400	5.000
NPAS2-4	NPAS2	1194.333	0.329	0.435	0.755	0.273	5.000
RLN2-3	RLN2	1194.000	-0.110	0.435	-0.253	0.199	5.000
FAM124B-3	FAM124B	1193.333	0.014	0.435	0.031	0.188	5.000
ZKSCAN8-3	ZKSCAN8	1192.667	0.729	0.435	1.676	1.425	5.000
RFC1-3	RFC1	1191.667	0.222	0.435	0.510	0.977	5.000
RSF1-3	RSF1	1190.667	0.252	0.435	0.580	0.925	5.000
CDCA7L-4	CDCA7L	1190.000	0.127	0.435	0.293	0.224	5.000
MRPS26-1	MRPS26	1190.000	-1.371	0.435	-3.153	1.214	5.000
chr15_8	chr15_8	1189.667	-0.105	0.435	-0.240	0.000	1.000
C2orf16-4	C2orf16	1189.000	-0.039	0.435	-0.090	0.159	5.000
OGFOD1-3	OGFOD1	1188.667	-0.010	0.435	-0.022	0.355	5.000
LMO4-3	LMO4	1188.667	0.246	0.435	0.565	0.176	5.000
USP38-5	USP38	1188.000	-0.197	0.435	-0.452	0.208	5.000
PMS1-3	PMS1	1187.333	0.240	0.435	0.551	0.215	5.000
chr2_2	chr2_2	1186.333	0.229	0.435	0.526	0.000	1.000
AKAP2-1	AKAP2	1185.667	-0.316	0.435	-0.725	0.547	5.000
ZNF223-1	ZNF223	1184.333	-0.023	0.435	-0.054	0.224	5.000
NOS1-1	NOS1	1184.333	0.145	0.441	0.328	0.422	5.000
C3orf67-2	C3orf67	1184.000	0.230	0.441	0.522	0.072	5.000
ADAM7-2	ADAM7	1184.000	-0.194	0.441	-0.440	0.218	5.000
chr16_10	chr16_10	1183.333	0.087	0.441	0.197	0.000	1.000
C15orf40-5	C15orf40	1183.000	-0.091	0.441	-0.207	0.218	5.000
CYP2U1-3	CYP2U1	1183.000	-0.064	0.441	-0.145	0.110	5.000
IQSEC3-3	IQSEC3	1183.000	0.064	0.441	0.144	0.114	5.000
SNX30-5	SNX30	1181.333	-0.094	0.441	-0.214	0.241	5.000
TPO-1	TPO	1181.000	0.000	0.441	0.001	0.208	5.000
FIBIN-4	FIBIN	1179.333	0.088	0.441	0.200	0.310	5.000
CAB39L-5	CAB39L	1177.000	0.144	0.441	0.327	0.148	5.000
SLAMF1-4	SLAMF1	1175.333	0.176	0.441	0.400	0.136	5.000
RPL30-2	RPL30	1175.000	-0.228	0.441	-0.517	2.332	5.000
DUSP18-4	DUSP18	1173.333	0.040	0.441	0.091	0.065	5.000
CTSS-3	CTSS	1173.333	0.255	0.441	0.579	0.166	5.000
MCRIP2-4	MCRIP2	1173.000	0.004	0.441	0.008	0.555	5.000
chr13_11	chr13_11	1173.000	-0.042	0.441	-0.096	0.000	1.000
DUOX2-4	DUOX2	1172.667	-0.053	0.441	-0.119	0.153	5.000
PDF-4	PDF	1171.333	0.171	0.441	0.387	0.386	5.000
ERCC4-2	ERCC4	1171.333	0.072	0.441	0.163	2.861	5.000
HOXB8-3	HOXB8	1171.333	-0.100	0.441	-0.226	0.262	5.000
AGT-4	AGT	1170.667	0.098	0.441	0.221	0.191	5.000
chr13_2	chr13_2	1170.667	-0.204	0.441	-0.462	0.000	1.000
VEZT-2	VEZT	1170.000	-1.349	0.441	-3.062	1.218	5.000
GTPBP10-5	GTPBP10	1169.667	-1.681	0.441	-3.815	1.252	5.000
AKAP2-2	AKAP2	1169.333	-0.031	0.452	-0.068	0.547	5.000
C7orf69-1	C7orf69	1169.000	-0.268	0.452	-0.593	0.275	5.000
CEACAM3-5	CEACAM3	1168.667	0.038	0.452	0.084	0.211	5.000
GLYATL1-2	GLYATL1	1167.333	-0.089	0.452	-0.197	0.186	5.000
RAD1-4	RAD1	1167.333	-3.092	0.452	-6.846	2.097	5.000
ENTPD4-1	ENTPD4	1167.333	-0.031	0.452	-0.068	0.328	5.000
SMAD2-5	SMAD2	1166.333	0.192	0.452	0.425	0.154	5.000
GJC3-5	GJC3	1165.333	-0.412	0.452	-0.913	0.310	5.000
TBX10-1	TBX10	1162.000	-0.311	0.452	-0.688	0.409	5.000
MSH2-3	MSH2	1161.667	0.077	0.452	0.171	0.306	5.000
ZFHX2-5	ZFHX2	1160.000	-0.025	0.452	-0.055	0.323	5.000
BCL2L10-5	BCL2L10	1160.000	0.051	0.452	0.113	0.086	5.000
MPP3-2	MPP3	1157.000	-0.182	0.452	-0.403	0.135	5.000
KLLN-1	KLLN	1157.000	-0.022	0.452	-0.049	0.239	5.000
LGR5-2	LGR5	1156.000	0.326	0.452	0.722	0.301	5.000
ALS2CL-1	ALS2CL	1155.333	0.137	0.452	0.303	0.175	5.000
SSR2-1	SSR2	1154.667	-1.114	0.452	-2.467	1.072	5.000
ASXL1-4	ASXL1	1154.667	-0.293	0.452	-0.649	0.523	5.000
CST1-1	CST1	1153.667	-0.066	0.452	-0.146	0.313	5.000
XPA-4	XPA	1153.333	-0.161	0.452	-0.356	0.380	5.000
DACT2-4	DACT2	1152.667	-0.260	0.452	-0.576	0.424	5.000
MYOT-5	MYOT	1152.667	0.205	0.452	0.454	0.232	5.000
AMER3-4	AMER3	1152.667	-0.092	0.452	-0.205	0.190	5.000
FBN3-4	FBN3	1151.667	0.132	0.452	0.293	0.190	5.000
COPS4-5	COPS4	1151.667	-0.303	0.452	-0.670	1.224	5.000
SFMBT1-2	SFMBT1	1151.667	0.344	0.468	0.736	0.177	5.000
SORBS1-4	SORBS1	1150.333	-0.383	0.468	-0.819	0.372	5.000
PPP1R3D-4	PPP1R3D	1148.667	-0.157	0.468	-0.335	0.179	5.000
chr16_7	chr16_7	1146.333	-0.035	0.468	-0.074	0.000	1.000
PLCB2-2	PLCB2	1146.000	0.037	0.468	0.080	0.200	5.000
CYB5D1-4	CYB5D1	1146.000	-0.146	0.468	-0.312	0.305	5.000
FEN1-5	FEN1	1145.667	-0.385	0.468	-0.824	3.414	5.000
GBP2-2	GBP2	1144.667	0.093	0.468	0.199	0.303	5.000
AGT-1	AGT	1144.333	-0.157	0.468	-0.336	0.191	5.000
HLA-DMA-4	HLA-DMA	1144.333	-0.116	0.468	-0.247	0.251	5.000
HOXD10-1	HOXD10	1142.667	0.092	0.468	0.197	0.203	5.000
QPCT-5	QPCT	1142.333	0.028	0.468	0.060	0.335	5.000
KIF20B-3	KIF20B	1141.667	-0.142	0.468	-0.303	0.148	5.000
EYS-3	EYS	1140.667	0.018	0.468	0.039	0.248	5.000
OR8S1-1	OR8S1	1140.667	0.358	0.468	0.766	0.431	5.000
chrX_9	chrX_9	1140.333	0.067	0.468	0.144	0.000	1.000
