	GENE	ctrl_mean_reads	mean_fc	eb_std	zscore	std sgRNAs/gene	numObs
PRPS2-1	PRPS2	1305.000	0.251	0.818	0.307	0.060	5.000
RPS2-1	RPS2	1305.000	-2.193	0.818	-2.682	0.988	5.000
RSPH14-2	RSPH14	1304.667	0.091	0.818	0.111	0.041	5.000
ABLIM3-5	ABLIM3	1303.667	0.087	0.818	0.107	0.184	5.000
KIAA1549L-3	KIAA1549L	1303.333	0.202	0.818	0.247	0.077	5.000
MSH3-4	MSH3	1303.333	0.183	0.818	0.224	0.093	5.000
HNRNPL-1	HNRNPL	1303.333	-1.767	0.818	-2.161	0.749	5.000
EVC-4	EVC	1303.333	0.351	0.818	0.429	0.076	5.000
IRF2BPL-3	IRF2BPL	1303.000	0.087	0.818	0.106	0.142	5.000
HSFY1-1	HSFY1	1303.000	0.374	0.818	0.457	0.102	5.000
chr3_4	chr3_4	1302.667	0.085	0.818	0.104	0.000	1.000
PSMA3-2	PSMA3	1302.333	-3.925	0.818	-4.801	1.760	5.000
RAD51-4	RAD51	1301.667	-3.812	0.818	-4.661	0.590	5.000
MAP1LC3B2-4	MAP1LC3B2	1301.333	0.012	0.818	0.015	0.233	5.000
INVS-4	INVS	1301.333	0.172	0.818	0.210	0.271	5.000
RLN2-4	RLN2	1301.000	0.161	0.818	0.197	0.136	5.000
F10-3	F10	1300.333	0.241	0.818	0.295	0.036	5.000
PCDHGA9-1	PCDHGA9	1300.000	0.186	0.818	0.228	0.198	5.000
MADD-1	MADD	1299.667	0.398	0.818	0.487	0.834	5.000
LCE6A-4	LCE6A	1299.333	-0.266	0.818	-0.326	0.188	5.000
CYB5D1-4	CYB5D1	1299.333	-0.181	0.818	-0.221	0.218	5.000
CEACAM3-4	CEACAM3	1299.000	-0.105	0.818	-0.129	0.207	5.000
CANT1-3	CANT1	1299.000	0.162	0.818	0.198	0.194	5.000
FGF20-2	FGF20	1298.667	0.347	0.818	0.425	0.117	5.000
EPN3-1	EPN3	1298.667	-0.198	0.818	-0.242	0.221	5.000
MORN4-5	MORN4	1298.333	-0.310	0.818	-0.379	0.219	5.000
ZNF345-5	ZNF345	1298.000	0.044	0.818	0.054	0.130	5.000
CCDC97-4	CCDC97	1298.000	-0.028	0.818	-0.035	0.173	5.000
chr8_4	chr8_4	1298.000	0.278	0.818	0.340	0.000	1.000
TGFBR2-4	TGFBR2	1297.667	0.009	0.818	0.011	0.064	5.000
GGT7-3	GGT7	1297.667	0.053	0.818	0.064	0.105	5.000
LMO4-4	LMO4	1297.000	0.215	0.818	0.263	0.108	5.000
COL4A1-5	COL4A1	1296.333	-0.073	0.818	-0.089	0.150	5.000
DPY19L2-1	DPY19L2	1296.000	-0.071	0.818	-0.087	0.316	5.000
SHANK1-4	SHANK1	1295.667	-0.109	0.818	-0.134	0.172	5.000
PROX1-4	PROX1	1295.667	0.163	0.818	0.199	0.190	5.000
MSH6-5	MSH6	1295.333	-0.108	0.818	-0.132	0.137	5.000
PHC3-2	PHC3	1295.000	-0.192	0.818	-0.235	0.131	5.000
RFC2-3	RFC2	1295.000	-0.533	0.818	-0.652	0.795	5.000
TPO-4	TPO	1294.667	0.266	0.818	0.325	0.092	5.000
NPAS2-1	NPAS2	1294.667	-0.074	0.818	-0.091	0.059	5.000
SYTL4-3	SYTL4	1293.667	0.151	0.818	0.185	0.116	5.000
EMG1-3	EMG1	1293.667	-2.104	0.818	-2.572	0.576	5.000
DDB1-1	DDB1	1293.333	-0.068	0.818	-0.083	1.008	5.000
ABLIM3-4	ABLIM3	1292.667	0.103	0.818	0.126	0.184	5.000
USP20-5	USP20	1292.667	-0.356	0.818	-0.435	0.287	5.000
AKAP2-1	AKAP2	1292.333	-0.124	0.818	-0.152	0.135	5.000
CC2D2B-5	CC2D2B	1292.000	0.206	0.818	0.252	0.137	5.000
CEND1-3	CEND1	1291.667	-0.762	0.824	-0.925	0.834	5.000
PRR11-5	PRR11	1291.667	0.071	0.824	0.086	0.033	5.000
FAIM-1	FAIM	1291.333	-0.056	0.824	-0.069	0.133	5.000
LMOD3-2	LMOD3	1291.000	0.076	0.824	0.092	0.117	5.000
SHCBP1L-3	SHCBP1L	1289.333	0.096	0.824	0.117	0.059	5.000
TMEM38B-4	TMEM38B	1289.000	-0.088	0.824	-0.106	0.081	5.000
CREB3L2-3	CREB3L2	1288.667	0.075	0.824	0.091	0.115	5.000
chr3_1	chr3_1	1288.333	0.213	0.824	0.258	0.000	1.000
ZNF341-5	ZNF341	1287.667	-0.509	0.824	-0.618	0.345	5.000
BCOR-4	BCOR	1287.333	0.108	0.824	0.132	0.152	5.000
KANK3-2	KANK3	1287.000	0.006	0.824	0.007	0.132	5.000
PRR11-2	PRR11	1287.000	0.053	0.824	0.065	0.033	5.000
RPL3-5	RPL3	1286.667	-0.367	0.824	-0.446	0.724	5.000
RYK-2	RYK	1286.667	0.275	0.824	0.333	0.095	5.000
GTPBP10-4	GTPBP10	1286.667	0.040	0.824	0.049	0.192	5.000
GGA2-5	GGA2	1285.667	0.218	0.824	0.264	0.188	5.000
LMNA-4	LMNA	1285.667	-0.036	0.824	-0.043	0.175	5.000
SLAMF1-1	SLAMF1	1285.667	0.218	0.824	0.264	0.132	5.000
ABLIM3-2	ABLIM3	1285.000	0.024	0.824	0.029	0.184	5.000
RMI1-2	RMI1	1284.667	-0.023	0.824	-0.028	0.133	5.000
CYP4F8-4	CYP4F8	1284.667	0.039	0.824	0.047	0.074	5.000
MYRIP-5	MYRIP	1284.667	0.390	0.824	0.473	0.184	5.000
OR51F2-4	OR51F2	1284.667	0.012	0.824	0.014	0.157	5.000
MCRIP2-3	MCRIP2	1284.333	-0.093	0.824	-0.113	0.077	5.000
PLA2G2A-4	PLA2G2A	1284.000	0.329	0.824	0.400	0.141	5.000
PMS2-4	PMS2	1283.667	0.258	0.839	0.307	0.645	5.000
VNN2-3	VNN2	1283.667	0.147	0.839	0.175	0.175	5.000
GABRB1-1	GABRB1	1283.667	0.356	0.839	0.425	0.190	5.000
C5-1	C5	1283.667	-0.011	0.839	-0.013	0.119	5.000
chr7_3	chr7_3	1283.667	0.398	0.839	0.474	0.000	1.000
EMG1-5	EMG1	1283.333	-1.715	0.839	-2.045	0.576	5.000
RPS27-3	RPS27	1283.333	-1.164	0.839	-1.387	1.020	5.000
TMEM236-2	TMEM236	1283.333	0.034	0.839	0.041	0.142	5.000
chr8_5	chr8_5	1283.000	0.136	0.839	0.162	0.000	1.000
PHF19-1	PHF19	1282.333	0.194	0.839	0.231	0.112	5.000
GCG-4	GCG	1282.333	-0.011	0.839	-0.013	0.191	5.000
SHC2-3	SHC2	1282.333	0.154	0.839	0.184	0.288	5.000
RAB2B-5	RAB2B	1282.333	0.149	0.839	0.177	0.058	5.000
OR2T33-4	OR2T33	1281.000	-0.002	0.839	-0.002	0.226	5.000
USP38-2	USP38	1281.000	0.109	0.839	0.129	0.067	5.000
HS3ST4-1	HS3ST4	1280.000	0.112	0.839	0.134	0.142	5.000
CANT1-4	CANT1	1279.667	-0.225	0.839	-0.268	0.194	5.000
USP20-3	USP20	1279.333	0.173	0.839	0.207	0.287	5.000
USP18-3	USP18	1279.333	0.082	0.839	0.098	0.255	5.000
chr4_4	chr4_4	1279.000	0.171	0.839	0.204	0.000	1.000
LMO4-2	LMO4	1278.000	0.003	0.839	0.003	0.108	5.000
DHX36-5	DHX36	1277.333	-0.416	0.839	-0.496	0.508	5.000
CPLX2-5	CPLX2	1277.000	0.149	0.839	0.177	0.533	5.000
CLU-1	CLU	1276.333	0.213	0.839	0.253	0.110	5.000
PCTP-5	PCTP	1276.333	0.201	0.839	0.239	0.158	5.000
chr11_3	chr11_3	1276.000	0.434	0.843	0.515	0.000	1.000
NEDD4-5	NEDD4	1275.333	-0.003	0.843	-0.004	0.059	5.000
C8orf31-2	C8orf31	1273.667	0.007	0.843	0.008	0.126	5.000
COL2A1-5	COL2A1	1272.667	-0.217	0.843	-0.258	0.249	5.000
SCCPDH-2	SCCPDH	1272.000	0.244	0.843	0.289	0.105	5.000
POTEH-5	POTEH	1272.000	-2.298	0.843	-2.726	0.640	5.000
IL18-4	IL18	1271.667	-0.088	0.843	-0.104	0.146	5.000
NCK2-4	NCK2	1271.333	0.134	0.843	0.159	0.170	5.000
AAGAB-2	AAGAB	1271.333	0.088	0.843	0.104	0.172	5.000
ASTE1-2	ASTE1	1271.000	0.292	0.843	0.347	0.114	5.000
KIAA1522-2	KIAA1522	1271.000	0.201	0.843	0.238	0.155	5.000
chr1_7	chr1_7	1271.000	0.254	0.843	0.302	0.000	1.000
SLC51B-2	SLC51B	1271.000	0.109	0.843	0.130	0.121	5.000
SPTBN1-1	SPTBN1	1271.000	0.402	0.843	0.477	0.133	5.000
AXIN2-5	AXIN2	1269.333	0.137	0.843	0.163	0.145	5.000
RNF220-1	RNF220	1269.000	0.069	0.843	0.082	0.127	5.000
MFHAS1-2	MFHAS1	1269.000	-0.159	0.843	-0.189	0.237	5.000
FOXO1-5	FOXO1	1268.667	0.328	0.843	0.389	0.250	5.000
MOGAT2-5	MOGAT2	1268.667	0.350	0.843	0.416	0.138	5.000
MDM2-2	MDM2	1268.333	-0.056	0.843	-0.066	0.158	5.000
LY6G5C-2	LY6G5C	1268.000	0.144	0.843	0.171	0.192	5.000
ATP9A-5	ATP9A	1268.000	0.210	0.843	0.249	0.122	5.000
COL2A1-4	COL2A1	1267.667	-0.333	0.843	-0.395	0.249	5.000
SMIM18-4	SMIM18	1267.000	0.061	0.843	0.072	0.041	5.000
chr7_8	chr7_8	1267.000	0.259	0.843	0.308	0.000	1.000
SMAD2-2	SMAD2	1267.000	0.106	0.845	0.125	0.066	5.000
RPS3A-3	RPS3A	1266.667	-1.857	0.845	-2.197	0.735	5.000
GMCL1-1	GMCL1	1266.333	-0.073	0.845	-0.086	0.144	5.000
TSPAN6-4	TSPAN6	1265.667	0.242	0.845	0.286	0.135	5.000
VAV3-4	VAV3	1265.667	-0.450	0.845	-0.532	0.242	5.000
ETNK1-5	ETNK1	1265.000	-0.303	0.845	-0.359	0.218	5.000
NT5C3B-1	NT5C3B	1265.000	0.074	0.845	0.087	0.730	5.000
DIDO1-1	DIDO1	1264.667	-0.204	0.845	-0.242	0.476	5.000
ROCK2-3	ROCK2	1264.333	0.166	0.845	0.196	0.207	5.000
LIG1-3	LIG1	1264.333	0.064	0.845	0.075	0.108	5.000
VNN2-5	VNN2	1262.333	0.325	0.845	0.384	0.175	5.000
ZNF200-5	ZNF200	1261.667	0.122	0.845	0.144	0.111	5.000
PCNA-1	PCNA	1260.333	-4.176	0.845	-4.940	1.075	5.000
SHANK1-2	SHANK1	1260.333	-0.052	0.845	-0.062	0.172	5.000
GRID2IP-3	GRID2IP	1260.333	-0.067	0.845	-0.080	0.160	5.000
HYPM-5	HYPM	1260.000	0.089	0.845	0.105	0.104	5.000
PCYT1A-3	PCYT1A	1259.333	-0.372	0.845	-0.440	0.491	5.000
FANCG-5	FANCG	1259.333	-0.244	0.845	-0.289	0.228	5.000
MYRIP-3	MYRIP	1259.333	-0.007	0.845	-0.009	0.184	5.000
GNG4-3	GNG4	1258.667	0.211	0.845	0.249	0.045	5.000
COPA-5	COPA	1258.333	0.307	0.845	0.364	2.329	5.000
TCF20-3	TCF20	1258.333	0.046	0.845	0.054	0.105	5.000
ELN-5	ELN	1258.333	-0.210	0.845	-0.249	0.206	5.000
RPS24-4	RPS24	1257.667	-0.830	0.845	-0.982	1.530	5.000
chr19_11	chr19_11	1257.667	0.403	0.845	0.476	0.000	1.000
chr8_7	chr8_7	1257.667	0.186	0.845	0.220	0.000	1.000
TCF7-2	TCF7	1257.667	-0.004	0.845	-0.005	0.263	5.000
NUP54-4	NUP54	1257.333	-1.208	0.845	-1.429	0.795	2.000
CC2D2B-4	CC2D2B	1257.000	0.176	0.845	0.209	0.137	5.000
ZCCHC10-3	ZCCHC10	1257.000	0.151	0.845	0.179	0.192	5.000
CYP4F8-5	CYP4F8	1257.000	0.070	0.845	0.082	0.074	5.000
PROX1-3	PROX1	1257.000	-0.056	0.845	-0.066	0.190	5.000
KHDRBS3-1	KHDRBS3	1257.000	-0.069	0.845	-0.082	0.129	5.000
EHD3-3	EHD3	1256.333	-0.051	0.845	-0.060	0.153	5.000
AADAT-5	AADAT	1256.333	0.192	0.845	0.227	0.041	5.000
POLD3-5	POLD3	1256.000	-0.482	0.845	-0.570	1.938	5.000
CC2D2B-3	CC2D2B	1256.000	-0.035	0.845	-0.041	0.137	5.000
GCG-3	GCG	1254.667	-0.194	0.845	-0.230	0.191	5.000
ZFHX2-4	ZFHX2	1254.333	-0.336	0.845	-0.398	0.270	5.000
CDRT4-4	CDRT4	1254.000	0.053	0.845	0.062	0.088	5.000
KRT23-4	KRT23	1253.667	0.262	0.845	0.309	0.552	5.000
ENTPD4-4	ENTPD4	1253.000	0.006	0.845	0.008	0.120	5.000
PLCB2-4	PLCB2	1252.667	0.212	0.845	0.251	0.294	5.000
TMEM198-4	TMEM198	1252.333	-0.321	0.845	-0.380	0.295	5.000
OR8S1-4	OR8S1	1252.333	-0.477	0.845	-0.565	0.213	5.000
ADAM7-4	ADAM7	1252.000	0.140	0.845	0.165	0.092	5.000
chr3_9	chr3_9	1252.000	0.194	0.845	0.229	0.000	1.000
MSH2-2	MSH2	1252.000	0.024	0.845	0.029	0.177	5.000
PABPC1L-1	PABPC1L	1251.667	-0.036	0.845	-0.043	0.314	5.000
MICB-5	MICB	1251.667	0.143	0.845	0.170	0.274	5.000
BCOR-5	BCOR	1251.333	0.198	0.854	0.232	0.152	5.000
STX16-2	STX16	1251.000	0.220	0.854	0.258	0.195	5.000
EYS-4	EYS	1250.667	-0.135	0.854	-0.158	0.130	5.000
COL14A1-1	COL14A1	1249.333	-0.247	0.854	-0.289	0.232	5.000
chr2_9	chr2_9	1249.000	0.138	0.854	0.161	0.000	1.000
ZNF692-1	ZNF692	1249.000	0.269	0.854	0.315	0.106	5.000
ZKSCAN8-1	ZKSCAN8	1248.667	0.450	0.854	0.526	0.221	5.000
RPL27-1	RPL27	1248.333	-3.391	0.854	-3.971	1.876	5.000
C7orf69-2	C7orf69	1248.333	0.208	0.854	0.244	0.094	5.000
QPCT-2	QPCT	1248.333	0.279	0.854	0.327	0.118	5.000
RPL34-2	RPL34	1248.000	0.368	0.854	0.431	1.449	5.000
RPL22L1-2	RPL22L1	1247.333	0.074	0.854	0.087	0.128	5.000
SLC25A22-4	SLC25A22	1246.667	-0.042	0.854	-0.049	0.111	5.000
PLEKHA4-2	PLEKHA4	1246.333	0.082	0.854	0.096	0.050	5.000
IGSF22-5	IGSF22	1246.333	0.274	0.854	0.320	0.325	5.000
KIAA1549L-1	KIAA1549L	1245.667	0.206	0.854	0.241	0.077	5.000
EEF1B2-1	EEF1B2	1245.333	-0.523	0.854	-0.612	0.547	5.000
LIG1-1	LIG1	1245.333	0.276	0.854	0.324	0.108	5.000
HMGB3-1	HMGB3	1244.667	0.316	0.854	0.370	0.368	5.000
TCF19-4	TCF19	1244.667	0.322	0.854	0.377	0.073	5.000
LRRN1-1	LRRN1	1244.000	0.238	0.854	0.279	0.039	5.000
TH-5	TH	1243.333	0.070	0.854	0.082	0.132	5.000
C17orf78-1	C17orf78	1243.333	-0.055	0.854	-0.064	0.347	5.000
CDCA7L-3	CDCA7L	1243.333	0.084	0.854	0.098	0.156	5.000
MGAT3-1	MGAT3	1243.333	0.224	0.854	0.262	0.045	5.000
HYPM-4	HYPM	1243.333	0.236	0.859	0.274	0.104	5.000
GNA11-3	GNA11	1243.000	-0.301	0.859	-0.350	0.271	5.000
POLD2-3	POLD2	1243.000	-1.889	0.859	-2.198	1.584	5.000
chr8_8	chr8_8	1243.000	0.023	0.859	0.027	0.000	1.000
EPDR1-3	EPDR1	1242.667	0.104	0.859	0.121	0.121	5.000
ROCK2-2	ROCK2	1242.333	0.170	0.859	0.197	0.207	5.000
MYOM2-3	MYOM2	1242.000	0.145	0.859	0.169	0.164	5.000
RHOG-3	RHOG	1242.000	0.047	0.859	0.055	0.135	5.000
GLT8D1-3	GLT8D1	1242.000	-0.442	0.859	-0.514	0.276	5.000
DNAJB5-5	DNAJB5	1242.000	-0.132	0.859	-0.153	0.162	5.000
FOXRED2-1	FOXRED2	1241.667	0.028	0.859	0.032	0.182	5.000
PRRC2A-2	PRRC2A	1241.333	-0.173	0.859	-0.201	0.339	5.000
chrX_4	chrX_4	1240.333	0.243	0.859	0.283	0.000	1.000
SYTL4-5	SYTL4	1240.333	0.251	0.859	0.292	0.116	5.000
ALKBH6-2	ALKBH6	1240.000	-0.020	0.859	-0.023	0.083	5.000
GUCY2C-4	GUCY2C	1240.000	0.042	0.859	0.049	0.063	5.000
PKP1-5	PKP1	1240.000	-0.053	0.859	-0.062	0.137	5.000
chr13_3	chr13_3	1239.667	0.105	0.859	0.122	0.000	1.000
TGFBR2-1	TGFBR2	1239.333	0.171	0.859	0.199	0.064	5.000
MLXIPL-5	MLXIPL	1239.333	-0.259	0.859	-0.302	0.152	5.000
YIPF4-2	YIPF4	1239.333	0.329	0.859	0.382	0.156	5.000
ARFRP1-5	ARFRP1	1239.000	-1.806	0.859	-2.102	0.582	5.000
EPN3-2	EPN3	1239.000	-0.139	0.859	-0.162	0.221	5.000
ASPRV1-3	ASPRV1	1238.667	0.070	0.859	0.081	0.143	5.000
chr12_8	chr12_8	1238.333	0.078	0.859	0.090	0.000	1.000
MKL2-5	MKL2	1237.667	-0.002	0.869	-0.002	0.074	5.000
EYA1-1	EYA1	1236.667	0.328	0.869	0.378	0.223	5.000
HOXD10-3	HOXD10	1236.667	-0.279	0.869	-0.321	0.135	5.000
SWT1-2	SWT1	1236.333	0.161	0.869	0.185	0.145	5.000
CLEC14A-3	CLEC14A	1235.667	0.167	0.869	0.192	0.085	5.000
HDAC5-5	HDAC5	1235.333	0.055	0.869	0.063	0.221	5.000
QPRT-1	QPRT	1235.000	0.105	0.869	0.120	0.106	5.000
GCG-2	GCG	1234.667	0.144	0.869	0.166	0.191	5.000
TMEM236-5	TMEM236	1233.333	0.035	0.869	0.040	0.142	5.000
chr2_8	chr2_8	1232.667	0.135	0.869	0.155	0.000	1.000
TRABD-5	TRABD	1230.000	-0.460	0.869	-0.529	0.239	5.000
EP300-5	EP300	1228.333	0.383	0.869	0.441	0.111	5.000
TCF19-5	TCF19	1228.333	0.262	0.869	0.301	0.073	5.000
GBP2-4	GBP2	1228.333	0.014	0.869	0.016	0.089	5.000
OR6N2-1	OR6N2	1227.333	0.121	0.869	0.140	0.079	5.000
ASTE1-5	ASTE1	1227.000	0.224	0.869	0.257	0.114	5.000
ALDH1A3-4	ALDH1A3	1226.667	0.211	0.869	0.243	0.130	5.000
chr7_9	chr7_9	1226.667	0.099	0.869	0.113	0.000	1.000
IFT27-3	IFT27	1226.333	-0.006	0.869	-0.007	0.707	5.000
DTHD1-4	DTHD1	1226.333	0.042	0.869	0.048	0.086	5.000
chr20_8	chr20_8	1226.333	0.326	0.869	0.375	0.000	1.000
RIT1-4	RIT1	1226.333	0.238	0.869	0.274	0.114	5.000
PABPC4-1	PABPC4	1226.333	0.098	0.869	0.113	0.080	5.000
PNMA1-5	PNMA1	1225.667	0.005	0.869	0.006	1.154	5.000
CHST4-5	CHST4	1225.667	0.155	0.869	0.178	0.149	5.000
chr15_10	chr15_10	1225.667	0.056	0.870	0.065	0.000	1.000
INVS-1	INVS	1225.333	-0.197	0.870	-0.226	0.271	5.000
RPL34-5	RPL34	1225.333	-3.028	0.870	-3.482	1.449	5.000
COPZ1-4	COPZ1	1225.000	-3.324	0.870	-3.823	1.352	4.000
GNA11-1	GNA11	1225.000	0.225	0.870	0.259	0.271	5.000
KIAA1549L-5	KIAA1549L	1224.667	0.212	0.870	0.244	0.077	5.000
KDM3A-1	KDM3A	1224.333	-0.392	0.870	-0.451	0.195	5.000
HYDIN-1	HYDIN	1223.333	0.107	0.870	0.123	0.359	5.000
EIF2AK1-2	EIF2AK1	1223.333	0.265	0.870	0.305	0.062	5.000
ZNF665-2	ZNF665	1223.333	-0.020	0.870	-0.023	0.341	5.000
chr18_9	chr18_9	1222.667	0.301	0.870	0.346	0.000	1.000
MICB-3	MICB	1222.667	0.001	0.870	0.001	0.274	5.000
MSANTD4-3	MSANTD4	1222.000	0.288	0.870	0.331	0.562	5.000
NPAS2-4	NPAS2	1221.333	-0.032	0.870	-0.037	0.059	5.000
CEACAM20-4	CEACAM20	1221.000	-0.025	0.870	-0.029	0.256	5.000
C21orf62-1	C21orf62	1220.333	0.024	0.870	0.028	0.298	5.000
FTSJ3-3	FTSJ3	1219.667	-0.515	0.870	-0.592	0.943	5.000
KIAA1804-3	KIAA1804	1219.667	0.260	0.870	0.299	0.089	5.000
chr19_8	chr19_8	1219.333	0.096	0.870	0.110	0.000	1.000
NUMB-3	NUMB	1219.000	-0.449	0.870	-0.516	0.269	5.000
KCNK5-2	KCNK5	1219.000	-0.181	0.870	-0.209	0.213	5.000
C10orf82-3	C10orf82	1219.000	0.251	0.870	0.288	0.498	5.000
NR0B2-4	NR0B2	1218.333	-0.021	0.870	-0.024	0.086	5.000
PLCL1-4	PLCL1	1217.333	-0.162	0.870	-0.186	0.086	5.000
DRD2-3	DRD2	1217.000	0.154	0.870	0.177	0.092	5.000
chr9_6	chr9_6	1217.000	0.482	0.870	0.555	0.000	1.000
CANT1-5	CANT1	1215.667	0.071	0.870	0.081	0.194	5.000
MSANTD4-1	MSANTD4	1215.000	0.260	0.870	0.299	0.562	5.000
COPS2-3	COPS2	1214.333	-1.935	0.870	-2.225	0.686	5.000
ZNF485-2	ZNF485	1214.000	0.072	0.870	0.082	0.233	5.000
TGIF2-2	TGIF2	1214.000	0.229	0.870	0.263	0.127	5.000
BCL2L10-5	BCL2L10	1213.333	-0.065	0.870	-0.074	0.191	5.000
SNX30-5	SNX30	1213.000	-0.038	0.870	-0.044	0.112	5.000
LRRN1-3	LRRN1	1212.667	0.225	0.870	0.259	0.039	5.000
ZNF223-2	ZNF223	1212.667	0.261	0.870	0.301	0.212	5.000
BPIFB6-4	BPIFB6	1212.000	0.124	0.870	0.142	0.110	5.000
RFC5-3	RFC5	1211.667	-2.674	0.870	-3.075	0.678	5.000
CCR1-2	CCR1	1210.667	-0.143	0.870	-0.164	0.258	5.000
chr5_5	chr5_5	1210.000	0.100	0.870	0.115	0.000	1.000
CDHR5-1	CDHR5	1210.000	0.367	0.870	0.422	0.140	5.000
PABPC4-4	PABPC4	1209.333	0.176	0.870	0.203	0.080	5.000
ELK1-1	ELK1	1208.333	0.119	0.870	0.137	0.666	5.000
TYMSOS-1	TYMSOS	1208.333	0.162	0.870	0.186	0.074	5.000
RIMS4-2	RIMS4	1208.333	0.234	0.870	0.269	0.180	5.000
DDB1-4	DDB1	1207.667	-1.802	0.870	-2.073	1.008	5.000
DIMT1-1	DIMT1	1207.333	-2.400	0.870	-2.760	0.484	5.000
PSMC2-5	PSMC2	1207.333	-0.395	0.870	-0.455	1.206	5.000
MOGAT1-3	MOGAT1	1206.000	0.056	0.870	0.065	0.157	5.000
CEND1-2	CEND1	1206.000	-1.837	0.870	-2.112	0.834	5.000
PHF19-4	PHF19	1205.667	0.203	0.870	0.234	0.112	5.000
RAD1-3	RAD1	1205.667	-0.580	0.870	-0.667	0.209	5.000
PRSS23-5	PRSS23	1205.000	0.184	0.870	0.212	0.044	5.000
LYZL1-3	LYZL1	1205.000	-0.159	0.870	-0.183	0.231	5.000
CDX1-1	CDX1	1204.667	0.113	0.870	0.130	0.082	5.000
POLA1-4	POLA1	1204.333	-3.780	0.870	-4.347	1.405	5.000
CAMK1D-1	CAMK1D	1204.000	0.027	0.870	0.031	0.096	5.000
TBX10-1	TBX10	1204.000	-0.051	0.870	-0.059	0.161	5.000
F10-1	F10	1204.000	0.243	0.870	0.280	0.036	5.000
DNA2-2	DNA2	1204.000	-4.124	0.870	-4.742	1.106	5.000
NPAS2-3	NPAS2	1203.333	0.074	0.870	0.085	0.059	5.000
ZBTB18-2	ZBTB18	1203.333	0.206	0.870	0.236	0.137	5.000
NUP98-2	NUP98	1203.333	-0.503	0.870	-0.579	1.064	5.000
PANO1-2	PANO1	1203.000	0.029	0.870	0.034	0.082	5.000
MGAT3-2	MGAT3	1202.667	0.164	0.870	0.189	0.045	5.000
IGFLR1-1	IGFLR1	1202.667	-0.164	0.870	-0.188	0.178	5.000
CST1-2	CST1	1202.000	0.218	0.870	0.251	0.119	5.000
NUP98-5	NUP98	1202.000	-2.332	0.870	-2.682	1.064	5.000
SORBS1-2	SORBS1	1202.000	0.035	0.870	0.041	0.390	5.000
CXCL9-1	CXCL9	1201.667	0.040	0.870	0.046	0.070	5.000
SLAMF1-4	SLAMF1	1201.333	-0.032	0.870	-0.036	0.132	5.000
RPL30-1	RPL30	1201.333	-3.058	0.870	-3.517	1.170	5.000
RPL22L1-1	RPL22L1	1201.333	-0.078	0.870	-0.090	0.128	5.000
MLH3-4	MLH3	1201.000	0.056	0.870	0.064	0.178	5.000
EXO1-5	EXO1	1201.000	-0.125	0.870	-0.144	0.160	5.000
COL4A1-4	COL4A1	1200.667	0.314	0.870	0.361	0.150	5.000
HEG1-2	HEG1	1200.333	0.017	0.870	0.019	0.195	5.000
VAV3-5	VAV3	1200.000	-0.232	0.870	-0.267	0.242	5.000
ACSL6-2	ACSL6	1200.000	0.205	0.870	0.236	0.126	5.000
VWA5B1-2	VWA5B1	1199.667	0.021	0.870	0.024	0.574	5.000
TK2-1	TK2	1199.000	0.126	0.870	0.145	0.107	5.000
STRN3-5	STRN3	1199.000	0.151	0.870	0.173	0.239	5.000
RPA3-2	RPA3	1198.333	-4.561	0.870	-5.245	1.619	5.000
ZFAND2A-1	ZFAND2A	1198.333	0.079	0.870	0.091	0.126	5.000
NMUR2-4	NMUR2	1196.667	0.137	0.870	0.157	0.126	5.000
C17orf78-4	C17orf78	1196.333	0.008	0.870	0.009	0.347	5.000
LIMA1-1	LIMA1	1196.000	-0.159	0.870	-0.183	0.992	5.000
TESK1-3	TESK1	1195.667	-0.201	0.870	-0.231	0.386	5.000
SSR2-4	SSR2	1195.667	0.330	0.870	0.380	0.340	5.000
FIBIN-2	FIBIN	1195.333	0.036	0.870	0.041	0.066	5.000
PPIL2-5	PPIL2	1195.000	-0.980	0.870	-1.127	1.278	5.000
KCNN2-4	KCNN2	1195.000	0.029	0.870	0.034	0.147	5.000
TRIM49C-2	TRIM49C	1194.333	-0.442	0.870	-0.509	1.087	5.000
LIG1-4	LIG1	1194.333	0.138	0.870	0.158	0.108	5.000
HSBP1-3	HSBP1	1193.667	0.087	0.870	0.100	0.190	5.000
SORBS1-3	SORBS1	1193.000	-0.108	0.870	-0.124	0.390	5.000
MLH3-2	MLH3	1192.000	0.125	0.870	0.144	0.178	5.000
ZFP36L2-3	ZFP36L2	1191.667	0.028	0.870	0.032	0.192	5.000
TCF20-5	TCF20	1191.333	0.118	0.870	0.136	0.105	5.000
PLCL1-5	PLCL1	1191.000	-0.083	0.870	-0.095	0.086	5.000
COL2A1-2	COL2A1	1190.333	-0.111	0.870	-0.127	0.249	5.000
RPA1-1	RPA1	1190.000	-1.271	0.870	-1.462	2.688	5.000
CPLX2-3	CPLX2	1190.000	0.045	0.870	0.052	0.533	5.000
chr2_7	chr2_7	1190.000	0.179	0.870	0.206	0.000	1.000
SYNGR2-1	SYNGR2	1189.667	0.338	0.870	0.389	0.159	5.000
PML-1	PML	1189.333	0.049	0.870	0.056	0.149	5.000
ASPRV1-4	ASPRV1	1189.333	-0.081	0.870	-0.093	0.143	5.000
MGAT3-5	MGAT3	1188.667	0.281	0.870	0.323	0.045	5.000
OR8S1-1	OR8S1	1187.667	-0.058	0.870	-0.067	0.213	5.000
